iter	RMSE
500	0.6899559604
501	0.6899559034
502	0.6899558479
503	0.6899557832
504	0.6899557435
505	0.6899556796
506	0.689955679
507	0.6899556396
508	0.6899554179
509	0.6899553653
510	0.6899551335
511	0.6899551328
512	0.6899550968
513	0.6899550478
514	0.6899550002
515	0.6899549286
516	0.6899549281
517	0.6899549274
518	0.6899549269
519	0.689954893
520	0.6899548925
521	0.6899548595
522	0.689954859
523	0.6899548584
524	0.6899547877
525	0.6899547414
526	0.6899547095
527	0.6899544886
528	0.689954488
529	0.6899544876
530	0.6899544571
531	0.6899544567
532	0.68995424
533	0.6899541772
534	0.6899541353
535	0.6899541062
536	0.6899541058
537	0.6899540658
538	0.6899540027
539	0.6899540024
540	0.6899540021
541	0.6899539626
542	0.6899539243
543	0.6899538973
544	0.6899538971
545	0.6899537007
546	0.6899537003
547	0.6899534966
548	0.6899534962
549	0.6899534345
550	0.6899533666
551	0.6899533076
552	0.6899532704
553	0.6899532343
554	0.6899532342
555	0.689953234
556	0.6899532339
557	0.6899531989
558	0.6899531397
559	0.6899531396
560	0.6899530818
561	0.6899530817
562	0.6899530552
563	0.6899530206
564	0.6899529544
565	0.6899529288
566	0.6899527371
567	0.6899525485
568	0.6899523713
569	0.6899523397
570	0.6899521657
571	0.6899521656
572	0.6899521655
573	0.6899521352
574	0.6899520795
575	0.6899520572
576	0.6899520571
577	0.6899520022
578	0.6899519799
579	0.6899519505
580	0.6899517749
581	0.6899516093
582	0.6899516092
583	0.6899515481
584	0.689951386
585	0.6899513341
586	0.6899513133
587	0.6899511474
588	0.6899511276
589	0.6899509647
590	0.6899509647
591	0.6899509458
592	0.6899509457
593	0.6899508946
594	0.6899508945
595	0.6899508687
596	0.6899508436
597	0.6899508257
598	0.6899508256
599	0.6899508017
600	0.6899507847
601	0.6899507325
602	0.6899507092
603	0.6899506927
604	0.6899506705
605	0.6899506181
606	0.689950618
607	0.6899505961
608	0.6899505367
609	0.6899503896
610	0.6899502448
611	0.6899502447
612	0.6899500964
613	0.6899500963
614	0.6899500962
615	0.6899500755
616	0.6899500553
617	0.6899500057
618	0.68994995
619	0.6899499499
620	0.6899499499
621	0.6899499346
622	0.6899499145
623	0.6899498949
624	0.6899498949
625	0.6899498389
626	0.6899498389
627	0.6899498388
628	0.6899498387
629	0.6899498387
630	0.6899498387
631	0.689949791
632	0.689949791
633	0.689949791
634	0.6899497711
635	0.6899497517
636	0.689949733
637	0.6899497329
638	0.6899496776
639	0.6899495383
640	0.6899494848
641	0.6899494848
642	0.6899494848
643	0.6899494847
644	0.6899494847
645	0.6899494847
646	0.6899494659
647	0.689949413
648	0.6899493988
649	0.6899493804
650	0.6899493803
651	0.6899492457
652	0.6899491133
653	0.6899491133
654	0.6899491133
655	0.689948983
656	0.6899489322
657	0.689948915
658	0.6899488648
659	0.6899488477
660	0.6899487982
661	0.6899487811
662	0.6899487645
663	0.6899486396
664	0.6899486396
665	0.6899485167
666	0.6899484684
667	0.6899483481
668	0.6899483014
669	0.6899482855
670	0.6899482855
671	0.6899482854
672	0.68994827
673	0.68994827
674	0.6899481529
675	0.6899481383
676	0.689948124
677	0.689948124
678	0.6899481102
679	0.6899481102
680	0.6899481102
681	0.6899481102
682	0.6899480968
683	0.6899480837
684	0.6899480837
685	0.6899480837
686	0.6899479701
687	0.6899479701
688	0.6899479578
689	0.6899479457
690	0.6899478345
691	0.6899478345
692	0.6899477867
693	0.68994774
694	0.68994774
695	0.68994774
696	0.68994774
697	0.68994774
698	0.6899476317
699	0.6899476317
700	0.6899475251
701	0.6899475135
702	0.6899475022
703	0.6899474912
704	0.6899474912
705	0.6899474912
706	0.6899473871
707	0.6899473871
708	0.6899473419
709	0.6899473311
710	0.6899473311
711	0.6899472866
712	0.6899472431
713	0.689947243
714	0.6899471424
715	0.6899471003
716	0.6899470592
717	0.6899470476
718	0.6899470363
719	0.6899469954
720	0.6899469953
721	0.6899469953
722	0.689946984
723	0.689946984
724	0.689946973
725	0.6899469322
726	0.6899469322
727	0.6899468362
728	0.6899468255
729	0.6899468254
730	0.6899467312
731	0.689946721
732	0.689946721
733	0.689946721
734	0.689946721
735	0.689946721
736	0.689946721
737	0.689946721
738	0.6899467111
739	0.6899466711
740	0.6899466711
741	0.689946632
742	0.6899466217
743	0.6899466217
744	0.6899466117
745	0.6899466021
746	0.6899465115
747	0.6899464224
748	0.6899464224
749	0.6899463346
750	0.6899463259
751	0.6899463259
752	0.6899463259
753	0.6899463259
754	0.6899463259
755	0.6899463259
756	0.6899462877
757	0.6899462877
758	0.6899462789
759	0.6899462789
760	0.6899462789
761	0.6899462789
762	0.6899462789
763	0.6899462789
764	0.6899462413
765	0.6899462413
766	0.6899462412
767	0.6899462324
768	0.6899462324
769	0.6899462324
770	0.6899462324
771	0.6899462324
772	0.6899462238
773	0.6899462238
774	0.6899462155
775	0.6899461311
776	0.6899460481
777	0.6899460481
778	0.6899460481
779	0.6899460404
780	0.6899460404
781	0.6899460033
782	0.6899460033
783	0.689945967
784	0.6899459315
785	0.6899459315
786	0.6899458513
787	0.6899458432
788	0.6899458353
789	0.6899458276
790	0.6899458201
791	0.6899457419
792	0.6899457348
793	0.6899457348
794	0.689945728
795	0.689945728
796	0.6899457213
797	0.6899457148
798	0.6899456384
799	0.6899456384
800	0.6899455633
801	0.6899455633
802	0.6899455633
803	0.6899455633
804	0.6899455573
805	0.6899455573
806	0.6899455514
807	0.6899455457
808	0.68994551
809	0.6899455042
810	0.6899455042
811	0.6899455042
812	0.6899455042
813	0.6899455042
814	0.689945469
815	0.6899453965
816	0.6899453908
817	0.6899453853
818	0.6899453509
819	0.6899453453
820	0.6899453453
821	0.6899453453
822	0.6899453453
823	0.6899453453
824	0.6899453398
825	0.6899453057
826	0.6899452357
827	0.6899451667
828	0.6899450989
829	0.6899450989
830	0.6899450989
831	0.6899450989
832	0.6899450989
833	0.6899450989
834	0.6899450989
835	0.6899450938
836	0.6899450888
837	0.6899450222
838	0.6899450222
839	0.6899450222
840	0.6899449567
841	0.6899449521
842	0.6899448877
843	0.6899448833
844	0.689944879
845	0.6899448159
846	0.6899448118
847	0.6899448118
848	0.6899448118
849	0.6899448118
850	0.6899448118
851	0.6899448118
852	0.6899447801
853	0.6899447492
854	0.6899446879
855	0.6899446837
856	0.6899446837
857	0.6899446837
858	0.6899446796
859	0.6899446796
860	0.6899446796
861	0.6899446494
862	0.6899446494
863	0.6899446494
864	0.6899446198
865	0.6899446198
866	0.6899446198
867	0.6899446198
868	0.6899445909
869	0.6899445864
870	0.6899445274
871	0.6899445231
872	0.6899445231
873	0.6899444652
874	0.6899444652
875	0.6899444611
876	0.6899444572
877	0.6899444572
878	0.6899444289
879	0.6899444289
880	0.6899444289
881	0.6899444013
882	0.6899444013
883	0.6899443742
884	0.6899443478
885	0.6899442923
886	0.6899442377
887	0.6899442334
888	0.6899442334
889	0.6899442334
890	0.689944208
891	0.6899441831
892	0.6899441831
893	0.6899441786
894	0.6899441742
895	0.6899441741
896	0.6899441741
897	0.6899441741
898	0.6899441494
899	0.689944145
900	0.6899441406
901	0.6899441162
902	0.6899441161
903	0.6899441161
904	0.6899441161
905	0.689944116
906	0.6899440921
907	0.689944092
908	0.689944092
909	0.6899440919
910	0.6899440919
911	0.6899440874
912	0.689944083
913	0.6899440788
914	0.6899440788
915	0.6899440547
916	0.6899440547
917	0.6899440547
918	0.6899440504
919	0.6899440504
920	0.6899440462
921	0.6899440462
922	0.6899440461
923	0.6899440461
924	0.6899440461
925	0.6899440461
926	0.6899440461
927	0.6899440461
928	0.6899440221
929	0.6899439717
930	0.6899439485
931	0.6899438991
932	0.6899438991
933	0.6899438991
934	0.6899438949
935	0.6899438949
936	0.6899438949
937	0.6899438949
938	0.6899438464
939	0.6899438425
940	0.68994382
941	0.6899438161
942	0.6899438122
943	0.68994379
944	0.6899437683
945	0.6899437642
946	0.6899437642
947	0.6899437428
948	0.6899437427
949	0.6899437387
950	0.6899437176
951	0.6899437175
952	0.6899436716
953	0.6899436264
954	0.6899436264
955	0.6899436224
956	0.6899436224
957	0.6899436224
958	0.689943578
959	0.6899435743
960	0.6899435308
961	0.6899435307
962	0.6899435107
963	0.6899434681
964	0.6899434681
965	0.6899434681
966	0.689943468
967	0.689943468
968	0.689943468
969	0.689943468
970	0.6899434645
971	0.6899434644
972	0.6899434644
973	0.6899434644
974	0.689943461
975	0.689943461
976	0.689943461
977	0.689943461
978	0.6899434576
979	0.6899434544
980	0.6899434344
981	0.6899434312
982	0.6899434115
983	0.6899434115
984	0.6899434115
985	0.6899433705
986	0.6899433301
987	0.6899432903
988	0.6899432903
989	0.6899432512
990	0.6899432329
991	0.6899432329
992	0.6899432298
993	0.6899432118
994	0.6899432117
995	0.6899432117
996	0.6899432086
997	0.6899432055
998	0.6899432025
999	0.6899431996
